t,1,2,3,4,time,x,y,delta_x,delta_y
63.58,323.016322735233,335.258070519693,100.583135854306,101,63.58,-7.65268889762647,-24.3120388060417,-0.001885998561501,0.006891632702001
63.59,323.588054616547,335.286991119227,101.557164587118,101,63.59,-7.65457489618797,-24.3051471733397,-0.0018859985615,0.006891632701997
63.6,324.159786497859,335.315911718761,102.531193319931,101,63.6,-7.65646089474946,-24.2982555406377,-0.00188599856149,0.006891632702001
63.61,324.731518379172,335.344832318295,103.505222052743,101,63.61,-7.65834689331096,-24.2913639079357,-0.0018859985615,0.006891632702001
63.62,325.303250260485,335.37375291783,104.479250785555,101,63.62,-7.66023289187245,-24.2844722752338,-0.00188599856149,0.006891632701901
63.63,325.845798228537,334.867399641052,105.364336195264,101,63.63,-7.66211889043395,-24.2775806425318,-0.0018859985615,0.006891632702001
63.64,326.181185419557,330.561427336128,105.618061178382,101,63.64,-7.66400488899544,-24.2706890098298,-0.00188599856149,0.006891632702001
63.65,326.516572610576,326.255455031203,105.871786161501,101,63.65,-7.65912640426808,-24.2661323246613,0.00487848472736,0.004556685168499
63.66,326.851959801596,321.949482726276,106.12551114462,101,63.66,-7.63904979474883,-24.2668216904448,0.02007660951925,-0.000689365783501
63.67,327.187346992615,317.643510421351,106.379236127738,101,63.67,-7.61897318522959,-24.2675110562283,0.02007660951924,-0.000689365783501
63.68,327.522734183635,313.337538116427,106.632961110857,101,63.68,-7.59889657571035,-24.2682004220118,0.02007660951924,-0.000689365783501
63.69,326.137548991788,301.432211315343,106.8604751213,101,63.69,-7.5788199661911,-24.2688897877952,0.020076609519251,-0.000689365783398
63.7,324.357364059446,287.782265639869,107.081971757812,101,63.7,-7.55874335667186,-24.2695791535787,0.02007660951924,-0.000689365783501
63.71,322.577179127105,274.132319964396,107.303468394323,101,63.71,-7.53866674715262,-24.2702685193622,0.02007660951924,-0.000689365783501
63.72,320.796994194763,260.482374288923,107.524965030834,101,63.72,-7.51859013763338,-24.2709578851457,0.02007660951924,-0.000689365783501
63.73,319.01680926242,246.83242861344,107.746461667345,101,63.73,-7.49851352811413,-24.2716472509291,0.02007660951925,-0.000689365783398
63.74,316.084600387805,233.143102762465,108.162331594846,101,63.74,-7.38942760297291,-24.2980219671542,0.10908592514122,-0.026374716225099
63.75,312.031669644422,219.415466749468,108.767293423932,101,63.75,-7.27730413138338,-24.3252732258451,0.112123471589531,-0.0272512586909
63.76,307.978738901039,205.687830736471,109.372255253019,101,63.76,-7.16518065979385,-24.3525244845361,0.11212347158953,-0.027251258691003
63.77,303.925808157654,191.960194723464,109.977217082105,101,63.77,-7.05305718820424,-24.379775743227,0.11212347158961,-0.0272512586909
63.78,299.872877414271,178.232558710467,110.582178911191,101,63.78,-6.94093371661471,-24.407027001918,0.11212347158953,-0.027251258690999
63.79,294.831228220232,166.762984091878,110.966366060581,101,63.79,-6.82881024502518,-24.434278260609,0.112123471589531,-0.027251258690999
63.8,285.829570919748,164.337380909992,110.466308033084,101,63.8,-6.71668677343557,-24.4615295192999,0.11212347158961,-0.027251258690903
63.81,276.827913619271,161.911777728108,109.966250005587,101,63.81,-6.60456330184604,-24.4887807779909,0.11212347158953,-0.027251258690999
63.82,267.826256318794,159.486174546224,109.466191978091,101,63.82,-6.47606778218651,-24.5105709661952,0.128495519659531,-0.0217901882043
63.83,258.824599018317,157.060571364339,108.966133950594,101,63.83,-6.33774903368499,-24.5290845121074,0.13831874850152,-0.0185135459122
63.84,249.822941717833,154.634968182453,108.466075923097,101,63.84,-6.19943028518336,-24.5475980580197,0.13831874850163,-0.018513545912303
63.85,247.623763765411,153.147279230274,108.176777316802,101,63.85,-6.06111153668184,-24.5661116039319,0.13831874850152,-0.0185135459122
63.86,246.270041300454,151.776160236151,107.913673234603,101,63.86,-5.92279278818031,-24.5846251498442,0.13831874850153,-0.018513545912299
63.87,244.916318835496,150.405041242026,107.650569152403,101,63.87,-5.78447403967869,-24.6031386957564,0.13831874850162,-0.0185135459122
63.88,243.56259637054,149.033922247902,107.387465070204,101,63.88,-5.64615529117717,-24.6216522416687,0.13831874850152,-0.018513545912299
63.89,242.208873905583,147.662803253778,107.124360988005,101,63.89,-5.50783654267564,-24.6401657875809,0.13831874850153,-0.018513545912203
63.9,240.28651108574,146.643959198514,106.927755603363,101,63.9,-5.40853130631819,-24.6531173372497,0.099305236357449,-0.012951549668799
63.91,237.22740253574,146.329333598991,106.864085051537,101,63.91,-5.40806949118811,-24.6519771861887,0.00046181513008,0.001140151061001
63.92,234.168293985743,146.014707999467,106.800414499711,101,63.92,-5.40760767605803,-24.6508370351277,0.00046181513008,0.001140151060998
63.93,231.109185435745,145.700082399944,106.736743947886,101,63.93,-5.40714586092795,-24.6496968840667,0.000461815130079,0.001140151061001
63.94,228.050076885745,145.38545680042,106.67307339606,101,63.94,-5.40668404579787,-24.6485567330056,0.00046181513008,0.001140151061101
63.95,225.054862444269,145.071151226365,106.610032206883,101,63.95,-5.40622223066779,-24.6474165819446,0.000461815130079,0.001140151060998
63.96,224.342834595791,144.768281414965,106.569480608609,101,63.96,-5.40576041553771,-24.6462764308836,0.00046181513008,0.001140151061001
63.97,223.630806747313,144.465411603564,106.528929010335,101,63.97,-5.40529860040763,-24.6451362798226,0.00046181513008,0.001140151060998
63.98,222.918778898834,144.162541792163,106.488377412061,101,63.98,-5.40483678527755,-24.6439961287615,0.000461815130079,0.001140151061101
63.99,222.206751050356,143.859671980762,106.447825813788,101,63.99,-5.40426842339967,-24.643463629825,0.00056836187788,0.000532498936501
64,221.494723201878,143.556802169361,106.407274215514,101,64,-5.40369350131863,-24.6429685447135,0.00057492208104,0.000495085111499
64.01,220.968899661389,143.233154635913,106.362355805349,101,64.01,-5.40311857923759,-24.642473459602,0.000574922081039,0.000495085111499
64.02,220.515578736133,142.901416853623,106.31573708392,101,64.02,-5.40254365715656,-24.6419783744905,0.00057492208103,0.000495085111503
64.03,220.062257810877,142.569679071334,106.26911836249,101,64.03,-5.40196873507552,-24.641483289379,0.00057492208104,0.000495085111499
64.04,219.608936885621,142.237941289044,106.222499641061,101,64.04,-5.40139381299449,-24.6409882042676,0.00057492208103,0.0004950851114
64.05,219.155615960365,141.906203506755,106.175880919632,101,64.05,-5.40081889091345,-24.6404931191561,0.00057492208104,0.000495085111499
64.06,218.840415846184,141.678550738588,106.150063226892,101,64.06,-5.40024396883241,-24.6399980340446,0.00057492208104,0.000495085111503
64.07,218.71958710535,141.597372256102,106.153517911588,101,64.07,-5.40023783121554,-24.638724718293,6.13761686985015E-06,0.0012733157516
64.08,218.598758364515,141.516193773616,106.156972596284,101,64.08,-5.40061088324143,-24.6369325821146,-0.00037305202589,0.001792136178398
64.09,218.47792962368,141.43501529113,106.160427280979,101,64.09,-5.40098393526732,-24.6351404459362,-0.00037305202589,0.001792136178398
64.1,218.357100882846,141.353836808644,106.163881965675,101,64.1,-5.40135698729321,-24.6333483097578,-0.00037305202589,0.001792136178402
64.11,218.22281928876,141.267263193414,106.164086218703,101,64.11,-5.40173003931911,-24.6315561735795,-0.000373052025901,0.001792136178299
64.12,217.979750890427,141.137061714354,106.138005782013,101,64.12,-5.402103091345,-24.6297640374011,-0.00037305202589,0.001792136178402
64.13,217.736682492094,141.006860235295,106.111925345324,101,64.13,-5.4024761433709,-24.6279719012227,-0.0003730520259,0.001792136178398
64.14,217.493614093761,140.876658756235,106.085844908634,101,64.14,-5.40284919539679,-24.6261797650444,-0.00037305202589,0.001792136178299
64.15,217.250545695428,140.746457277176,106.059764471944,101,64.15,-5.40304533053591,-24.6267414638533,-0.00019613513912,-0.000561698808898
64.16,217.007477297095,140.616255798116,106.033684035254,101,64.16,-5.40273265819446,-24.6340727190984,0.00031267234145,-0.007331255245099
64.17,216.966864977489,140.498115133795,106.014156300983,101,64.17,-5.40241998585302,-24.6414039743436,0.00031267234144,-0.007331255245202
64.18,216.97575243429,140.382923294901,105.996230678669,101,64.18,-5.40210731351157,-24.6487352295888,0.00031267234145,-0.007331255245202
64.19,216.984639891091,140.267731456008,105.978305056355,101,64.19,-5.40179464117012,-24.656066484834,0.000312672341449,-0.007331255245198
64.2,216.993527347892,140.152539617114,105.960379434041,101,64.2,-5.40148196882868,-24.6633977400791,0.00031267234144,-0.007331255245099
64.21,217.002414804692,140.03734777822,105.942453811727,101,64.21,-5.40116929648723,-24.6707289953243,0.00031267234145,-0.007331255245202
64.22,216.855118591632,139.931568018219,105.935932220668,101,64.22,-5.40085662414579,-24.6780602505695,0.00031267234144,-0.007331255245202
64.23,216.548889569524,139.835366008175,105.941015394203,101,64.23,-5.40054395180434,-24.6853915058147,0.00031267234145,-0.007331255245198
64.24,216.242660547416,139.739163998131,105.946098567737,101,64.24,-5.40076038611844,-24.677740184608,-0.0002164343141,0.007651321206701
64.25,215.936431525308,139.642961988088,105.951181741272,101,64.25,-5.40102471122033,-24.6687327523376,-0.00026432510189,0.009007432270398
64.26,215.6302025032,139.546759978044,105.956264914806,101,64.26,-5.40128903632223,-24.6597253200671,-0.0002643251019,0.009007432270501
64.27,215.356236143273,139.455014493457,105.956178552066,101,64.27,-5.40155336142412,-24.6507178877967,-0.00026432510189,0.009007432270401
64.28,215.219360838504,139.382205752955,105.934125707496,101,64.28,-5.40181768652601,-24.6417104555263,-0.00026432510189,0.009007432270398
64.29,215.082485533736,139.309397012452,105.912072862925,101,64.29,-5.40208201162791,-24.6327030232558,-0.000264325101901,0.009007432270501
64.3,214.945610228968,139.23658827195,105.890020018355,101,64.3,-5.4023463367298,-24.6236955909854,-0.00026432510189,0.009007432270401
64.31,214.808734924199,139.163779531448,105.867967173784,101,64.31,-5.4026106618317,-24.6146881587149,-0.0002643251019,0.009007432270501
64.32,214.671859619431,139.090970790945,105.845914329214,101,64.32,-5.40266399736274,-24.6107455789978,-5.33355310405881E-05,0.003942579717098
64.33,214.676633333057,139.047033311956,105.831657012381,101,64.33,-5.40256138408056,-24.6105465859506,0.000102613282181,0.000198993047199
64.34,214.700016718489,139.006888903383,105.818423862284,101,64.34,-5.40245877079837,-24.6103475929034,0.00010261328219,0.000198993047203
64.35,214.72340010392,138.966744494811,105.805190712187,101,64.35,-5.40235615751618,-24.6101485998562,0.00010261328219,0.000198993047199
64.36,214.746783489351,138.926600086238,105.791957562089,101,64.36,-5.402253544234,-24.6099496068089,0.00010261328218,0.000198993047299
64.37,214.770166874783,138.886455677666,105.778724411992,101,64.37,-5.40215093095181,-24.6097506137617,0.00010261328219,0.000198993047199
64.38,214.665757998004,138.838396974689,105.776074328842,101,64.38,-5.40204831766962,-24.6095516207145,0.00010261328219,0.000198993047203
64.39,214.467981998147,138.784555958394,105.781156408009,101,64.39,-5.40194570438744,-24.6093526276672,0.00010261328218,0.000198993047299
64.4,214.27020599829,138.730714942099,105.786238487175,101,64.4,-5.40188904016305,-24.6092351972186,5.66642243899906E-05,0.000117430448601
64.41,214.072429998433,138.676873925804,105.791320566342,101,64.41,-5.40198363313751,-24.6093862582424,-9.4592974459573E-05,-0.0001510610238
64.42,213.874653998576,138.623032909509,105.796402645509,101,64.42,-5.40207822611198,-24.6095373192663,-9.45929744702312E-05,-0.000151061023903
64.43,213.721558936521,138.559163240051,105.794351717321,101,64.43,-5.40217281908644,-24.6096883802901,-9.4592974459573E-05,-0.000151061023796
64.44,213.688321429509,138.468391497638,105.773166346937,101,64.44,-5.4022674120609,-24.609839441314,-9.45929744604612E-05,-0.000151061023903
64.45,213.655083922497,138.377619755225,105.751980976553,101,64.45,-5.40236200503537,-24.6099905023379,-9.4592974469343E-05,-0.0001510610239
64.46,213.621846415485,138.286848012812,105.730795606169,101,64.46,-5.40245659800983,-24.6101415633617,-9.45929744604612E-05,-0.0001510610238
64.47,213.588608908474,138.196076270399,105.709610235785,101,64.47,-5.4025511909843,-24.6102926243856,-9.45929744702312E-05,-0.0001510610239
64.48,213.555371401462,138.105304527986,105.688424865401,101,64.48,-5.40264578395876,-24.6104436854094,-9.4592974459573E-05,-0.0001510610238
64.49,213.380549283564,138.111161626466,105.682204447886,101,64.49,-5.40274614097339,-24.6110331383361,-0.00010035701463,-0.0005894529267
64.5,213.200407680194,138.12064917399,105.676546279679,101,64.5,-5.40284719587629,-24.6116756701031,-0.0001010549029,-0.000642531766999
64.51,213.020266076825,138.130136721515,105.670888111471,101,64.51,-5.40294825077919,-24.6123182018701,-0.0001010549029,-0.000642531766999
64.52,212.840124473455,138.13962426904,105.665229943264,101,64.52,-5.40304930568209,-24.612960733637,-0.0001010549029,-0.0006425317669
64.53,212.659982870085,138.149111816564,105.659571775056,101,64.53,-5.40315036058499,-24.613603265404,-0.0001010549029,-0.000642531766999
64.54,212.647782940594,138.080864833123,105.661802673225,101,64.54,-5.40325141548789,-24.6142457971709,-0.000101054902901,-0.0006425317669
64.55,212.722784289505,137.972255321909,105.668129854689,101,64.55,-5.40335247039079,-24.6148883289379,-0.0001010549029,-0.000642531767003
64.56,212.797785638415,137.863645810696,105.674457036154,101,64.56,-5.40345352529369,-24.6155308607049,-0.0001010549029,-0.000642531766999
64.57,212.872786987325,137.755036299482,105.680784217618,101,64.57,-5.40330575497483,-24.6205347566531,0.00014777031886,-0.0050038959482
64.58,212.947788336235,137.646426788268,105.687111399083,101,64.58,-5.4029544003836,-24.6291070414769,0.000351354591229,-0.008572284823799
64.59,212.951758912925,137.480057103006,105.681633648195,101,64.59,-5.40260304579238,-24.6376793263007,0.000351354591221,-0.008572284823799
64.6,212.824242164361,137.206765719522,105.654303410967,101,64.6,-5.40225169120115,-24.6462516111244,0.000351354591229,-0.0085722848237
64.61,212.696725415796,136.933474336037,105.626973173739,101,64.61,-5.40190033660993,-24.6548238959482,0.000351354591221,-0.008572284823803
64.62,212.569208667232,136.660182952552,105.599642936511,101,64.62,-5.4015489820187,-24.663396180772,0.000351354591229,-0.008572284823799
64.63,212.441691918667,136.386891569068,105.572312699283,101,64.63,-5.40119762742748,-24.6719684655958,0.00035135459122,-0.008572284823799
64.64,212.285361830924,136.124673468072,105.546126905553,101,64.64,-5.40084627283625,-24.6805407504196,0.00035135459123,-0.008572284823799
64.65,211.51562484979,136.098194368693,105.544305158165,101,64.65,-5.40055573096751,-24.6853804208128,0.00029054186874,-0.004839670393199
64.66,210.745887868657,136.071715269314,105.542483410778,101,64.66,-5.40049674523438,-24.6760074439516,5.89857331299015E-05,0.009372976861197
64.67,209.976150887523,136.045236169935,105.54066166339,101,64.67,-5.40043775950126,-24.6666344670903,5.89857331201316E-05,0.0093729768613
64.68,209.206413906388,136.018757070556,105.538839916002,101,64.68,-5.40037877376813,-24.657261490229,5.89857331299015E-05,0.0093729768613
64.69,208.436676925255,135.992277971176,105.537018168614,101,64.69,-5.40031978803501,-24.6478885133677,5.89857331201316E-05,0.0093729768613
64.7,208.206672826929,135.957392202223,105.539726206298,101,64.7,-5.40026080230188,-24.6385155365064,5.89857331299015E-05,0.0093729768613
64.71,208.168072474955,135.919525202919,105.544040627176,101,64.71,-5.40020181656876,-24.6291425596451,5.89857331201316E-05,0.0093729768613
64.72,208.129472122982,135.881658203616,105.548355048054,101,64.72,-5.40014283083563,-24.6197695827838,5.89857331299015E-05,0.0093729768613
64.73,208.090871771008,135.843791204312,105.552669468932,101,64.73,-5.40008384510251,-24.6103966059225,5.89857331201316E-05,0.0093729768613
64.74,208.052271419035,135.805924205009,105.55698388981,101,64.74,-5.40020414804603,-24.6095501378566,-0.00012030294352,0.000846468065898
64.75,208.248160604643,135.76370725455,105.552985428781,101,64.75,-5.4003519543275,-24.6100116578758,-0.00014780628147,-0.000461520019197
64.76,208.753296416824,135.715753554664,105.538023874417,101,64.76,-5.40049976060897,-24.610473177895,-0.00014780628147,-0.000461520019201
64.77,209.258432229004,135.667799854779,105.523062320052,101,64.77,-5.40064756689043,-24.6109346979142,-0.000147806281459,-0.000461520019201
64.78,209.763568041184,135.619846154893,105.508100765688,101,64.78,-5.4007953731719,-24.6113962179333,-0.00014780628147,-0.000461520019101
64.79,210.268703853365,135.571892455007,105.493139211324,101,64.79,-5.40094317945337,-24.6118577379525,-0.00014780628147,-0.000461520019201
64.8,210.730204969776,135.562084348324,105.4818990439,101,64.8,-5.40109098573484,-24.6123192579717,-0.00014780628147,-0.000461520019197
64.81,210.889137808342,135.816782415908,105.496463425308,101,64.81,-5.4012387920163,-24.6127807779909,-0.000147806281459,-0.000461520019201
64.82,211.048070646908,136.071480483492,105.511027806717,101,64.82,-5.40137822800288,-24.6138206665068,-0.00013943598658,-0.001039888515901
64.83,211.207003485474,136.326178551076,105.525592188125,101,64.83,-5.4015100908655,-24.6153838408056,-0.00013186286262,-0.001563174298798
64.84,211.36593632404,136.58087661866,105.540156569534,101,64.84,-5.40164195372812,-24.6169470151043,-0.00013186286262,-0.001563174298703
64.85,211.524869162605,136.835574686243,105.554720950942,101,64.85,-5.40177381659075,-24.618510189403,-0.00013186286263,-0.001563174298699
64.86,212.561130393741,137.246905891446,105.556855152806,101,64.86,-5.40190567945337,-24.6200733637017,-0.00013186286262,-0.001563174298699
64.87,213.795370275752,137.693583060066,105.556184350069,101,64.87,-5.40203754231599,-24.6216365380005,-0.00013186286262,-0.001563174298802
64.88,215.029610157762,138.140260228685,105.555513547333,101,64.88,-5.40216940517861,-24.6231997122992,-0.000131862862619,-0.001563174298699
64.89,216.263850039773,138.586937397304,105.554842744596,101,64.89,-5.40230126804124,-24.6247628865979,-0.000131862862631,-0.001563174298699
64.9,217.498089921784,139.033614565924,105.55417194186,101,64.9,-5.40255009495264,-24.6260518475003,-0.0002488269114,-0.0012889609024
64.91,219.278282908561,139.49171392176,105.542826332752,101,64.91,-5.40332110562283,-24.6261165879391,-0.000771010670189,-6.47404388018913E-05
64.92,221.590787229733,139.96095005778,105.521072649443,101,64.92,-5.40409211629301,-24.6261813283779,-0.000771010670181,-6.47404387983386E-05
64.93,223.903291550905,140.430186193801,105.499318966135,101,64.93,-5.40486312696319,-24.6262460688167,-0.00077101067018,-6.47404387983386E-05
64.94,226.215795872073,140.899422329821,105.477565282826,101,64.94,-5.40563413763338,-24.6263108092555,-0.00077101067019,-6.47404388018913E-05
64.95,228.528300193245,141.368658465841,105.455811599518,101,64.95,-5.40640514830356,-24.6263755496943,-0.00077101067018,-6.47404387983386E-05
64.96,230.534601297847,142.029835033999,105.445194673025,101,64.96,-5.40717615897374,-24.6264402901331,-0.00077101067018,-6.47404388018913E-05
64.97,231.291901445659,143.473935393977,105.480004506164,101,64.97,-5.40794716964393,-24.6265050305719,-0.00077101067019,-6.47404387983386E-05
64.98,232.049201593472,144.918035753957,105.514814339302,101,64.98,-5.40871818031411,-24.6265697710107,-0.00077101067018,-6.47404388018913E-05
64.99,232.806501741284,146.362136113935,105.549624172441,101,64.99,-5.41024673147926,-24.6295262934548,-0.00152855116515,-0.002956522444098
65,233.563801889097,147.806236473915,105.58443400558,101,65,-5.41191743394869,-24.6330254543275,-0.00167070246943,-0.003499160872703
65.01,234.32110203691,149.250336833895,105.619243838719,101,65.01,-5.41358813641813,-24.6365246152002,-0.00167070246944,-0.0034991608727
65.02,238.30260262457,153.159393404562,105.618937040691,101,65.02,-5.41525883888756,-24.6400237760729,-0.00167070246943,-0.0034991608727
65.03,242.678626212193,157.370069535541,105.614333264565,101,65.03,-5.41692954135699,-24.6435229369456,-0.00167070246943,-0.0034991608727
65.04,247.054649799817,161.580745666521,105.609729488438,101,65.04,-5.41860024382642,-24.6470220978183,-0.00167070246943,-0.0034991608727
65.05,251.430673387434,165.791421797494,105.605125712312,101,65.05,-5.42027094629585,-24.650521258691,-0.00167070246943,-0.0034991608727
65.06,255.806696975058,170.002097928473,105.600521936185,101,65.06,-5.42194164876528,-24.6540204195637,-0.00167070246943,-0.0034991608727
65.07,260.64033585296,176.139879811852,105.55945099506,101,65.07,-5.42934976432511,-24.6593320954208,-0.00740811555983,-0.005311675857101
65.08,265.79725464879,183.639055430794,105.492618016786,101,65.08,-5.44249529297531,-24.6664562862623,-0.0131455286502,-0.007124190841498
65.09,270.954173444627,191.138231049747,105.425785038512,101,65.09,-5.45564082162552,-24.6735804771038,-0.013145528650211,-0.007124190841502
65.1,276.111092240457,198.63740666869,105.358952060237,101,65.1,-5.46878635027571,-24.6807046679453,-0.01314552865019,-0.007124190841498
65.11,281.268011036295,206.136582287643,105.292119081963,101,65.11,-5.48193187892592,-24.6878288587869,-0.01314552865021,-0.007124190841601
65.12,286.566602462598,217.032454156943,105.181637257359,101,65.12,-5.49507740757613,-24.6949530496284,-0.013145528650211,-0.007124190841498
65.13,292.229733219861,236.66840076429,104.958842128583,101,65.13,-5.50822293622632,-24.7020772404699,-0.013145528650189,-0.007124190841502
65.14,297.892863977133,256.304347371666,104.736046999807,101,65.14,-5.52136846487653,-24.7092014313114,-0.013145528650211,-0.007124190841498
65.15,303.555994734405,275.940293979042,104.513251871031,101,65.15,-5.54264304987414,-24.7141234935859,-0.02127458499761,-0.004922062274503
65.16,309.219125491668,295.57624058639,104.290456742254,101,65.16,-5.60723830224191,-24.7073101618511,-0.06459525236777,0.006813331734801
65.17,314.88225624894,315.212187193765,104.067661613478,101,65.17,-5.67183355460976,-24.7004968301163,-0.06459525236785,0.006813331734801
65.18,318.957434747687,320.361275077498,104.106812372898,101,65.18,-5.73642880697761,-24.6936834983815,-0.06459525236785,0.006813331734801
65.19,322.987574874958,325.099478741532,104.153392585033,101,65.19,-5.80102405934538,-24.6868701666467,-0.06459525236777,0.006813331734801
65.2,327.017715002233,329.837682405574,104.199972797167,101,65.2,-5.86561931171323,-24.6800568349119,-0.06459525236785,0.006813331734797
65.21,331.047855129509,334.575886069615,104.246553009302,101,65.21,-5.93021456408108,-24.6732435031771,-0.06459525236785,0.006813331734801
65.22,335.07799525678,339.31408973365,104.293133221437,101,65.22,-5.99480981644885,-24.6664301714423,-0.06459525236777,0.006813331734801
65.23,334.518104933844,339.421193291863,104.206279345552,101,65.23,-6.0594050688167,-24.6596168397075,-0.06459525236785,0.006813331734801
65.24,331.632377091232,337.181648717707,104.051812408777,101,65.24,-6.27624324742249,-24.6185934020619,-0.21683817860579,0.041023437645599
65.25,328.746649248617,334.942104143547,103.897345472001,101,65.25,-6.52718235075514,-24.5699072356749,-0.250939103332651,0.048686166387
65.26,325.860921406001,332.702559569387,103.742878535226,101,65.26,-6.77812145408779,-24.5212210692879,-0.25093910333265,0.048686166387
65.27,322.97519356339,330.46301499523,103.58841159845,101,65.27,-7.02906055742008,-24.472534902901,-0.25093910333229,0.048686166386901
65.28,322.026318409783,329.401309625941,103.496190513333,101,65.28,-7.27999966075274,-24.423848736514,-0.25093910333266,0.048686166387
65.29,324.564313526327,330.460040431164,103.516029168647,101,65.29,-7.53093876408539,-24.3751625701271,-0.25093910333265,0.048686166386901
65.3,327.102308642866,331.518771236386,103.535867823962,101,65.3,-7.78187786741768,-24.3264764037402,-0.25093910333229,0.048686166386897
65.31,329.64030375941,332.577502041609,103.555706479276,101,65.31,-8.03281697075033,-24.2777902373532,-0.250939103332651,0.048686166387
65.32,332.178298875953,333.636232846833,103.575545134591,101,65.32,-8.19741551426518,-24.2516474958044,-0.164598543514849,0.026142741548803
65.33,334.592492696724,334.631956551083,103.579232131071,101,65.33,-8.26658501798126,-24.250421171182,-0.069169503716081,0.001226324622397
65.34,334.55657603287,334.38072756604,103.263266991375,101,65.34,-8.33575452169744,-24.2491948465596,-0.06916950371618,0.001226324622401
65.35,334.520659369015,334.129498580997,102.94730185168,101,65.35,-8.40492402541352,-24.2479685219372,-0.069169503716079,0.001226324622401
65.36,334.484742705161,333.878269595953,102.631336711984,101,65.36,-8.4740935291297,-24.2467421973148,-0.06916950371618,0.001226324622401
65.37,334.448826041307,333.62704061091,102.315371572288,101,65.37,-8.54326303284588,-24.2455158726924,-0.06916950371618,0.001226324622397
65.38,334.412909377452,333.375811625867,101.999406432592,101,65.38,-8.61243253656196,-24.24428954807,-0.069169503716079,0.001226324622401
65.39,333.922758095003,332.964307504067,101.564298619263,101,65.39,-8.68160204027814,-24.2430632234476,-0.06916950371618,0.001226324622401
65.4,333.273371403473,332.496617710981,101.087424433229,101,65.4,-8.7396072164009,-24.2421317084282,-0.058005176122761,0.000931515019399
65.41,332.623984711943,332.028927917896,100.610550247196,101,65.41,-8.7248344073852,-24.2431219973624,0.0147728090157,-0.000990288934201
65.42,331.974598020412,331.561238124809,100.133676061163,101,65.42,-8.71006159836949,-24.2441122862966,0.01477280901571,-0.000990288934197
65.43,331.325211328882,331.093548331723,99.6568018751295,101,65.43,-8.69528878935378,-24.2451025752308,0.01477280901571,-0.000990288934201
65.44,330.948692096305,330.867253767155,99.3397256125559,101,65.44,-8.68051598033809,-24.246092864165,0.014772809015691,-0.000990288934201
65.45,330.925912488718,330.953898891101,99.2298080113186,101,65.45,-8.66574317132237,-24.2470831530991,0.014772809015719,-0.000990288934101
65.46,330.903132881132,331.040544015047,99.1198904100813,101,65.46,-8.65097036230666,-24.2480734420333,0.01477280901571,-0.000990288934197
65.47,330.880353273546,331.127189138993,99.0099728088441,101,65.47,-8.63619755329097,-24.2490637309675,0.014772809015691,-0.000990288934201
65.48,330.85757366596,331.213834262939,98.9000552076068,101,65.48,-8.62142474427526,-24.2500540199017,0.01477280901571,-0.000990288934201
65.49,330.7953909049,331.281165150395,98.8012399715133,101,65.49,-8.61770136753776,-24.2515398081995,0.003723376737499,-0.001485788297799
65.5,330.470955281104,331.219947600368,98.7763179846996,101,65.5,-8.61687986190362,-24.2531557276433,0.000821505634141,-0.0016159194438
65.51,330.146519657309,331.15873005034,98.7513959978859,101,65.51,-8.61605835626948,-24.254771647087,0.000821505634139,-0.001615919443701
65.52,329.822084033514,331.097512500313,98.7264740110722,101,65.52,-8.61523685063534,-24.2563875665308,0.000821505634141,-0.0016159194438
65.53,329.497648409719,331.036294950286,98.7015520242585,101,65.53,-8.6144153450012,-24.2580034859746,0.000821505634139,-0.0016159194438
65.54,329.173212785924,330.975077400258,98.6766300374448,101,65.54,-8.61359383936706,-24.2596194054184,0.000821505634141,-0.001615919443797
65.55,329.103290556225,330.749092529143,98.6294782616539,101,65.55,-8.61277233373292,-24.2612353248621,0.000821505634139,-0.001615919443701
65.56,329.088317074307,330.487534842688,98.5775271350385,101,65.56,-8.61195082809878,-24.2628512443059,0.000821505634139,-0.0016159194438
65.57,329.07334359239,330.225977156234,98.5255760084231,101,65.57,-8.61198120450731,-24.264162920163,-3.03764085298752E-05,-0.001311675857099
65.58,329.058370110473,329.964419469781,98.4736248818077,101,65.58,-8.61305277007912,-24.2651027427475,-0.001071565571809,-0.000939822584503
65.59,329.043396628555,329.702861783327,98.4216737551924,101,65.59,-8.61412433565092,-24.2660425653321,-0.001071565571801,-0.000939822584598
65.6,328.570033111343,329.58275077248,98.3887424298692,101,65.6,-8.61519590122273,-24.2669823879166,-0.001071565571809,-0.000939822584499
65.61,327.663400104303,329.596334921342,98.3737885887145,101,65.61,-8.61626746679453,-24.2679222105011,-0.001071565571801,-0.000939822584503
65.62,326.756767097264,329.609919070203,98.3588347475597,101,65.62,-8.61733903236634,-24.2688620330856,-0.001071565571809,-0.000939822584499
65.63,325.850134090226,329.623503219065,98.3438809064049,101,65.63,-8.61841059793814,-24.2698018556701,-0.001071565571801,-0.000939822584499
65.64,324.943501083186,329.637087367927,98.3289270652502,101,65.64,-8.61948216350995,-24.2707416782546,-0.001071565571809,-0.000939822584499
65.65,324.324697987868,329.704937095564,98.3286527038522,101,65.65,-8.62037066994365,-24.2718649874116,-0.0008885064337,-0.001123309157002
65.66,324.814403498642,329.98177782322,98.3849128754573,101,65.66,-8.61974724349598,-24.274503759741,0.000623426447671,-0.002638772329398
65.67,325.304109009418,330.258618550877,98.4411730470625,101,65.67,-8.61912381704832,-24.2771425320705,0.000623426447659,-0.002638772329501
